sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
قیمت تسه در فروردین تا مردادماه سال جاری این اساس تسه ( فروردین اردیبهشت و خرداد سال جاری به ترتیب 76 هزار 75 هزار و 500 و 75 هزار و 600 تومان قیمت دارند و هر برگ اوراق تسهیلات مسکن در تیر و مرداد سال جاری نیز با قیمت 76 هزار و 400 و 75 هزار و 500 تومان داد و ستد می شوند,,,B-NP I-NP O B-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O O,B I I I I I I B I I I B B I I I B B I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I
وزیر خارجه امریکا امروز پنجشنبه در ادامه سفر منطقه ای خود وارد عمان شد,,,B-NP I-NP I-NP O B-NP O O B-NP I-NP I-NP I-NP O B-NP O,B I I I I I I I I I I I I I
وی در پایان سخنانش خاطرنشان کرد که برای کالاهای تولیدی به مواد اولیه واسطه ای و تجهیزاتی نیاز داریم که این موضوع هم موجب ارزبری از اقتصاد کشور می شود و در نهایت ارزش پول ملی را با تضعیف مواجه می کند,,,B-NP O B-NP I-NP O O O O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
از همین رو باید صندوق های بازارگردان تقویت شوند,,,O O O O B-NP I-NP I-NP O O,B I I I I I I I I
بررسی ها نشان می دهد با گشایش اقتصادی کشور میزان موالید و بازا جمعیت نیز افزایش می یابد,,,B-NP I-NP O O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O O O O,B I B I I I I I I I I I I I I I I I
هر اونس نقره با کاهش 0,,,B-NP I-NP I-NP O B-NP I-NP,B I I I I I
sanjesh,,,I-NP,B
ريیس دانشگاه علوم پزشکی مازندران خطاب به برخی مسافران که به دلیل بومی بودن در این ایام به استان سفر می کنند گفت این عزیزان باید بدانند که با حضورشان در تجمعات خانوادگی و فامیلی می توانند میزان انتشار و ابتلا به بیماری را گسترش دهند,,,B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP O B-NP O O O O B-NP I-NP O O O O B-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
* اگر بخواهیم مردم را وارد اقتصاد کنیم با دولت متمرکز کنونی این موضوع محقق نمی شود و باید به استان ها قدرت و اختیار داد حالا یا به صورت ایالتی یا هر شکل دیگری,,,O O O B-NP O O B-NP O O B-NP I-NP I-NP B-NP I-NP O O O O O O B-NP I-NP B-NP O B-NP O O O O O O O B-NP I-NP I-NP,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
ir به صورت شبانه روزی اماده ی ارايه ی اطلاعات بیشتر به هم میهنان گرامی هستند,,,I-NP O O O O I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I
55 درصد افزایش نسبت به روز قبل خود و به ازای 1,,,I-NP I-NP I-NP O O B-NP I-NP I-NP O O O B-NP,B I I I I I I B I I I B
اگر بخواهیم تورم سالانه کشور تک رقمی شود باید تورم ماهانه زیر 8/,,,O O B-NP I-NP I-NP O O O O B-NP I-NP O B-NP,B I I I I I I I I I I I I
«وبصادر» از 29 تیرماه سال 95 متوقف شده بود,,,B-NP O B-NP I-NP I-NP I-NP O O O,B I B I I B I B I
هر چند برخی کارشناسان معتقدند خرید نکردن نسخه شفابخشی برای ایجاد ثبات در بازار مسکن نیست و این بازار تحت تاثیر نوسانات نرخ ارز قرار دارد و البته با کمبود ساخت و عرضه مسکن کوچک متراژ و ارزان قیمت مواجه است اما اسلامی با هدف پایین امدن قیمت مسکن یک بار دیگر در خردادماه امسال به مردم گفت که فعلا خانه نخرند,,,O O B-NP I-NP O B-NP I-NP B-NP I-NP O B-NP I-NP O B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP O O O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP O B-NP O O O B-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
حساب اضطراری داشته باشید,,,B-NP I-NP O O,B I I I
در ان شرایط رابطه میان اقلیت و اكثریت قابل تعریف كردن بود,,,O B-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O,B I I I I I I I I I I I
دروازه بان استقلال در دربی 93 یکی از بهترین بازیکنان تیمش بود,,,B-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I
ولی شانسی برای پیوستن او به لیورپول نیست,,,O B-NP O B-NP I-NP I-NP I-NP O,B I I I I I I I
"""",,,O,B
صبح دیروز پنجشنبه 13 شهریورماه طی جلسه ای با حضور ريیس سازمان بورس و نهادهای حقوقی تصمیمات مهمی در راستای بهبود وضعیت بازار اتخاذ شد,,,B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP I-NP O O,B I I B I I I I I I I I I I I I I I I I I I I I I
از سوی دیگر ضرورت دارد که بانک ها در این شرایط فراتر از مسيولیت های خود فعالیت کنند تا ضمن توسعه روابط بتوانند خدمات گسترده تری هم به مشتریان ارايه کنند,,,O O O O O O B-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP O B-NP I-NP I-NP O O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
او خاطرنشان کرد تعداد اندکی از اثاری را که منتشر می شود می توان ادبیات خواند و از خواندن شان لذت برد,,,B-NP O O B-NP I-NP O B-NP O O O O O O O B-NP O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I
5 درصد معاملات ان خاتمه یافت,,,I-NP I-NP B-NP I-NP O O,B I I B I I
وی گفت توجه به این موضوع با نظارت نیروی انتظامی تبلیغات و اوقاف امور خیریه با نظارت بخشدار و فرماندار برنامه ای در زراباد برگزار نخواهد شد و مسوولیت این امر با اداره کل اوقاف و امور خیریه استان است,,,B-NP O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP O B-NP O O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
ده درصد از درامد خود را پس انداز کنید : در هر حالتی حداقل ده درصد از درامد خود را برای سرمایه گذاری یا اهداف بلند مدت دیگر کنار بگذارید,,,B-NP I-NP I-NP I-NP I-NP O O O O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP O O,B I I I I I I I I B I I I I I I I I I I I I I I I I I I I I
اینجا «بافت فرسوده» است بافتی که نه زیربنا دارد نه روبنا,,,O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP,B I I I I I I I I I I
- اتفاقاتی كه در انتخابات سال گذشته افتاد بی سابقه بود تخلفات قانونی كه در خصوص تخریب چهره جناب اقای ها شمی شد بسیار پرحجم و بی نظیر بود و حتی مقام معظم رهبری هم پس از انتخابات طبق مصلحت خود درباره ان موضعگیری كردند و اشاره نمودند كه این كارها اتفاقی نبوده و سازمان دهی شده صورت گرفته است بخش دوم قضیه هم در واقع خروج دستگاه های نظارتی و داوری از موضع بی طرفی بود كه امری خارج از انتظار می نمود و بعد هم ابهاماتی كه با دخالت نیروهای سازمان یافته نظامی و یا شبه نظامی در انتخابات ایجاد نمود سرنوشت انتخابات را واقعی نكرد,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O O O O O B-NP I-NP I-NP O O O B-NP B-NP I-NP I-NP O B-NP O O O O O O B-NP I-NP O O O O O O O O O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP O O O,B B I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
سکه به کانال 10 میلیون تومانی نزدیک شده قطعه تمام بهر ازادی طرح جدید روز دوشنبه ( شهریور 99 در دومین هفته شهریور 99 به قیمت 11 میلیون و 50 تومان رسید که در روزهای بعد با افزایش قیمت مواجه بود اما در اخرین روز هفته همسو با بازار ارز نرخ سکه 300 هزار تومان کاهش یافت و به رقم 11 میلیون و 110 هزار تومان رسید,,,B-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O B-NP I-NP O O O O B-NP I-NP I-NP O O B-NP I-NP B-NP I-NP B-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I B I I I B I I I I I I I I B B I I I I I I I I B I I B I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I B I I I
بانک شهر عادی بطور فوق العاده ساعت 9 روز پنج شنبه 13 شهریور در ضلع جنوب غربی میدان فردوسی ، پلاک 26سرمایه گذاری صبا تامین فوق العاده ساعت 11 روز سه شنبه 11 شهریور در مجموعه فرهنگی ورزشی تلاش گذاری نیروگاهی ایران فوق العاده ساعت 10 روز شنبه 15 شهریور در خیابان خرمشهر خیابان گلشن نبش خیابان گلزار پلاک 2شیمیایی سینا عادی بطور فوق العاده ساعت 15 روز دوشنبه 7 مهر در مجموعه فرهنگی ورزشی تلاشگر صنعتی سدید عادی بطور فوق العاده ساعت 10 روز دوشنبه 24 شهریور در هتل بزرگ ارما یاسا تایر و رابر 10 روز شنبه 29 شهریور در سرمایه گذاری صندوق بازنشستگی کشوری حکمت صبا 9 روز شنبه 15 شهریور در میدان ارژانتین خیابان الوند خیابان راشل کوری پلاک 6پتروگامرون:ساعت 16 روز دوشنبه 31 شهریور در خیابان الوند خیابان سی و یکم خیابان زاگرس پلاک 19ماشین سازی نیرو محرکه 10 روز یکشنبه 16 شهریور در قزوین شهر صنعتی البرز ابتدای بلوار خلیج فارس پارس 9:30 روز پنج شنبه 13 شهریور در هتل پارسیان استقلال شمال 9 روز پنج شنبه 13 شهریور در خ ولیعصر بالاتر از تقاطع بهشتی نبش خ دل افروز پلاک 2127,,,B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP B-NP I-NP I-NP B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP B-NP I-NP I-NP B-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP B-NP I-NP,B I I I I I I B I I I B I I I I I I I I B I I I I I I I B I I I B I I I I I I I I I I I I B I I B I I I I I I I I I I I I I I I I I B I I B I I I I I I I I I I I I I B I I B I I I I I I I I I B I I B I I I I I I I I I B I I B I I I I I I I I I I I B I I B I I I I I I I I I I I I I I I B I I B I I I I I I I I I I I I I I I B I I I I I I B I I I B I I I I I I I I I I I I I I
وی افزود ما این کار را انجام می دهیم زیرا می دانیم در شرایط فعلی ، قدرت می تواند با بازدارندگی مرتبط باشد,,,B-NP O O B-NP I-NP O O O O O O O O B-NP I-NP O B-NP O O O B-NP O O,B I I B I I I I I I I I I I I I B I I I I I I
"واکسن "" حاوی ماده ژنتیکی به نام "" پیغام یا "" است که دانشمندان امیدوارند سیستم ایمنی بدن را برای مبارزه با کرونا تحریک کند",,,B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP O B-NP I-NP I-NP O O B-NP I-NP I-NP O O,B B I I I I B I I I B I I I I I I I I I I I I I I
به گزارش خبرگزاری شهر ، ابواس نماینده حماس در تهران در کنفرانس خبری 4 تشکل دانشجویی جنبش عدالتخواه دانشجویی جنبش جوانان جهان اسلام ستاد دانشجویی حمایت از فلسطین و صندوق دانشجویی کمک به نابودی اسرايیل که عصر امروز و در واکنش به حمله وحشیانه رژیم صهیونیستی به نواز غزه در دفتر این گروه فلسطینی برگزار شد گفت مردم فلسطین امروز با اطمینان کامل پشت سر دولت خود ایستاده اند و با او حرکت می کنند,,,O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O B-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP O O O O B-NP O O O,B I I I I B I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
سهام داران باید هنگام خرید سهام به ارزندگی ان توجه داشته باشند و اطلاعات شرکت ها را به صورت دقیق مورد مطالعه قرار دهند,,,B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O O O B-NP I-NP I-NP O O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I
در نتیجه پیشنهاد ما این است که هر نوع پس اندازی که دارید فورا به دلار تبدیل کنید هر چه زود تر این کار را انجام دهید میزان سود شما بالاتر می رود,,,O O B-NP I-NP B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP O O O O O O B-NP I-NP O O O B-NP I-NP I-NP O O O,B I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I
این رفتار و گفتار به نماد و نشانه ای برای بزرگی یک مربی و باشگاه بزرگی مثل پرسپولیس تبدیل نمی شد که بقیه هم از ان یاد بگیرند,,,B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP O O B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I
- سیاست دوره ای رفت و برگشت وار دارد و نمی توانیم بگويیم كه دوران یك حزب به پایان رسیده است حزب می تواند وارد ايتلاف های جدیدی شود و با تقویت خود دوران جدیدی را بسازد حزب جریان ساز و دوران ساز است و تابع دوران ها نیست,,,O B-NP B-NP I-NP I-NP I-NP I-NP I-NP O O O O O O B-NP I-NP I-NP O B-NP O O B-NP O O O B-NP I-NP I-NP O O O B-NP I-NP B-NP I-NP O O B-NP O O O O O O O O B-NP I-NP O,B B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
